Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
62.06,22,22.366898000000006,72.62045400000002,79,56,39,423953,1,1,9.309,142,2023-05-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,38512.0
62.06,22,22.366898000000006,72.62045400000002,92,56,39,423953,1,1,9.309,142,2023-05-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,36597.0
82.26,27,19.488142,72.29824,79,229,17,405689,0,0,12.339,96,2023-02-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48714.0
82.26,27,19.488142,72.29824,92,229,17,405689,0,0,12.339,96,2023-02-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47732.0
245.54,59,36.412175,78.060271,79,199,24,878498,1,0,36.831,140,2023-08-26,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,115613.0
245.54,59,36.412175,78.060271,92,199,24,878498,1,0,36.831,140,2023-08-26,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,108340.0
420.92,92,36.173494,86.468601,79,120,18,334551,1,1,63.13800000000001,129,2023-09-30,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,176844.0
420.92,92,36.173494,86.468601,92,120,18,334551,1,1,63.13800000000001,129,2023-09-30,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,177916.0
455.81,98,17.145869,73.922507,79,62,26,907815,1,1,68.3715,99,2023-08-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,196284.0
455.81,98,17.145869,73.922507,92,62,26,907815,1,1,68.3715,99,2023-08-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,194300.0
247.27,57,36.014364,91.339496,79,70,30,745173,1,1,37.0905,74,2023-01-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,107956.0
247.27,57,36.014364,91.339496,92,70,30,745173,1,1,37.0905,74,2023-01-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,113408.0
203.64,50,36.771061,88.733773,79,206,9,158012,1,0,30.546,130,2023-12-09,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97406.0
203.64,50,36.771061,88.733773,92,206,9,158012,1,0,30.546,130,2023-12-09,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,96092.0
55.09,20,19.207253,88.245402,79,231,35,700780,1,1,8.2635,83,2023-05-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,37558.0
55.09,20,19.207253,88.245402,92,231,35,700780,1,1,8.2635,83,2023-05-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41345.0
302.92,69,25.515497,70.23205300000001,79,95,7,911394,1,0,45.438,58,2023-11-05,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,130313.0
302.92,69,25.515497,70.23205300000001,92,95,7,911394,1,0,45.438,58,2023-11-05,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,137725.0
71.27,25,27.298166,72.037942,79,121,36,428665,1,1,10.690499999999998,59,2023-08-25,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41082.0
71.27,25,27.298166,72.037942,92,121,36,428665,1,1,10.690499999999998,59,2023-08-25,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,42543.0
96.18,29,8.333577,87.60172,79,297,23,553858,1,0,14.427,148,2023-12-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,56095.0
96.18,29,8.333577,87.60172,92,297,23,553858,1,0,14.427,148,2023-12-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48654.0
249.3,59,8.283688,76.449321,79,169,35,307305,1,1,37.395,72,2023-08-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,112444.0
249.3,59,8.283688,76.449321,92,169,35,307305,1,1,37.395,72,2023-08-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,112013.0
369.03,81,22.767462,69.116163,79,223,40,326895,1,0,55.3545,137,2023-06-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157532.0
369.03,81,22.767462,69.116163,92,223,40,326895,1,0,55.3545,137,2023-06-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160094.0
380.73,84,13.47536,88.378826,79,158,15,593511,1,1,57.1095,141,2023-05-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,162952.0
380.73,84,13.47536,88.378826,92,158,15,593511,1,1,57.1095,141,2023-05-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,169751.0
365.72,83,27.732336,81.808626,79,189,33,325202,0,0,54.858,134,2023-11-11,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160323.0
365.72,83,27.732336,81.808626,92,189,33,325202,0,0,54.858,134,2023-11-11,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,155193.0
299.65,69,28.623772,77.008098,79,252,8,352359,1,0,44.9475,64,2023-08-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,137763.0
299.65,69,28.623772,77.008098,92,252,8,352359,1,0,44.9475,64,2023-08-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,136036.0
140.51,38,9.728461,68.717626,79,264,12,583734,1,1,21.0765,53,2023-10-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,72055.0
140.51,38,9.728461,68.717626,92,264,12,583734,1,1,21.0765,53,2023-10-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,73631.0
102.62,30,20.295026,94.157065,79,140,15,732111,1,1,15.393,75,2023-06-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,53190.0
102.62,30,20.295026,94.157065,92,140,15,732111,1,1,15.393,75,2023-06-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,56303.0
139.63,37,14.157744,78.372693,79,291,9,765545,1,1,20.9445,82,2023-11-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,68145.0
139.63,37,14.157744,78.372693,92,291,9,765545,1,1,20.9445,82,2023-11-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,65615.0
194.02,47,27.759435,82.493648,79,263,34,360636,1,0,29.103,74,2023-11-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,93544.0
194.02,47,27.759435,82.493648,92,263,34,360636,1,0,29.103,74,2023-11-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,89541.0
61.74,24,27.694119,69.496321,79,245,29,231956,1,1,9.261,100,2023-02-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,38966.0
61.74,24,27.694119,69.496321,92,245,29,231956,1,1,9.261,100,2023-02-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,40697.0
85.72,26,14.426706,90.022596,79,263,18,750310,1,1,12.858,83,2023-09-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47907.0
85.72,26,14.426706,90.022596,92,263,18,750310,1,1,12.858,83,2023-09-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47391.0
382.84,84,11.438215,79.811807,79,107,20,988166,1,1,57.426,135,2023-02-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,163967.0
382.84,84,11.438215,79.811807,92,107,20,988166,1,1,57.426,135,2023-02-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,164838.0
82.9,28,16.655591,84.65013,79,87,19,688509,0,1,12.435,137,2023-07-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49026.0
82.9,28,16.655591,84.65013,92,87,19,688509,0,1,12.435,137,2023-07-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,52057.0
216.34,51,14.428769,89.54284799999998,79,243,28,250873,1,0,32.451,143,2023-04-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97485.0
216.34,51,14.428769,89.54284799999998,92,243,28,250873,1,0,32.451,143,2023-04-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,100576.0
295.27,67,15.787658,82.139009,79,287,34,280343,1,0,44.2905,68,2023-10-23,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,133478.0
295.27,67,15.787658,82.139009,92,287,34,280343,1,0,44.2905,68,2023-10-23,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,128479.0
198.79,50,17.03604,71.414277,79,215,16,112090,1,0,29.8185,99,2023-02-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97141.0
198.79,50,17.03604,71.414277,92,215,16,112090,1,0,29.8185,99,2023-02-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,95951.0
280.91,64,24.926793,83.815854,79,178,16,912272,1,1,42.13650000000001,143,2023-03-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,122044.0
280.91,64,24.926793,83.815854,92,178,16,912272,1,1,42.13650000000001,143,2023-03-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,125485.0
419.73,91,14.936522,68.623705,79,254,26,200596,1,1,62.9595,147,2023-12-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,179290.0
419.73,91,14.936522,68.623705,92,254,26,200596,1,1,62.9595,147,2023-12-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,176943.0
258.97,61,24.562016,73.254898,79,246,27,538742,1,1,38.8455,69,2023-11-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,118781.0
258.97,61,24.562016,73.254898,92,246,27,538742,1,1,38.8455,69,2023-11-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121114.0
197.87,49,11.720972,81.61519799999998,79,236,21,436148,0,0,29.6805,115,2023-12-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97935.0
197.87,49,11.720972,81.61519799999998,92,236,21,436148,0,0,29.6805,115,2023-12-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94909.0
210.79,52,24.001021,89.625905,79,238,21,580113,1,1,31.6185,56,2023-03-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,100908.0
210.79,52,24.001021,89.625905,92,238,21,580113,1,1,31.6185,56,2023-03-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94128.0
169.74,44,30.269866,88.830297,79,206,8,552266,1,1,25.461,140,2023-09-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,84492.0
169.74,44,30.269866,88.830297,92,206,8,552266,1,1,25.461,140,2023-09-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,79294.0
38.14,17,22.663409,87.858024,79,147,20,317819,0,1,5.721,130,2023-05-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,26649.0
38.14,17,22.663409,87.858024,92,147,20,317819,0,1,5.721,130,2023-05-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,33469.0
71.46,25,25.712969,93.894365,79,53,13,387681,1,0,10.719,107,2023-11-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,43875.0
71.46,25,25.712969,93.894365,92,53,13,387681,1,0,10.719,107,2023-11-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,46597.0
265.82,61,9.408487,94.968111,79,255,38,246420,1,1,39.87300000000001,140,2023-07-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,120851.0
265.82,61,9.408487,94.968111,92,255,38,246420,1,1,39.87300000000001,140,2023-07-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,116860.0
396.92,86,23.273674,71.058367,79,169,26,318283,1,1,59.538,144,2023-05-23,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,170518.0
396.92,86,23.273674,71.058367,92,169,26,318283,1,1,59.538,144,2023-05-23,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,167649.0
79.18,27,36.818237,92.005044,79,68,33,272671,1,0,11.877,114,2023-07-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49620.0
79.18,27,36.818237,92.005044,92,68,33,272671,1,0,11.877,114,2023-07-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48763.0
91.02,28,9.108885,77.24108199999998,79,90,40,675342,1,1,13.653,71,2023-03-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49431.0
91.02,28,9.108885,77.24108199999998,92,90,40,675342,1,1,13.653,71,2023-03-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,51539.0
212.45,52,24.205961,69.401747,79,189,8,312708,0,1,31.8675,85,2023-11-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,99454.0
212.45,52,24.205961,69.401747,92,189,8,312708,0,1,31.8675,85,2023-11-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,102667.0
92.73,28,31.762575,70.234083,79,217,14,654593,1,0,13.9095,109,2023-02-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,46826.0
92.73,28,31.762575,70.234083,92,217,14,654593,1,0,13.9095,109,2023-02-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49106.0
261.64,63,14.177598,95.125595,79,270,31,880339,1,1,39.246,86,2023-01-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,120788.0
261.64,63,14.177598,95.125595,92,270,31,880339,1,1,39.246,86,2023-01-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121947.0
174.84,44,12.621032,91.230791,79,224,11,109657,1,1,26.226,111,2023-03-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,87853.0
174.84,44,12.621032,91.230791,92,224,11,109657,1,1,26.226,111,2023-03-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,80861.0
458.76,98,21.569234,71.384507,79,204,9,722786,1,1,68.814,120,2023-10-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,197063.0
458.76,98,21.569234,71.384507,92,204,9,722786,1,1,68.814,120,2023-10-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,200000.0
329.2,76,32.072081,80.055704,79,52,5,863643,1,0,49.38,52,2023-12-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,143255.0
329.2,76,32.072081,80.055704,92,52,5,863643,1,0,49.38,52,2023-12-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,143311.0
332.58,76,24.859128,70.846003,79,106,17,288316,1,0,49.88699999999999,112,2023-05-30,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,150793.0
332.58,76,24.859128,70.846003,92,106,17,288316,1,0,49.88699999999999,112,2023-05-30,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,150933.0
371.94,82,32.124013,94.770809,79,192,18,228457,1,1,55.791,62,2023-08-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160258.0
371.94,82,32.124013,94.770809,92,192,18,228457,1,1,55.791,62,2023-08-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160237.0
121.25,34,30.56598,75.330529,79,185,25,519604,1,1,18.1875,99,2023-01-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,59010.0
121.25,34,30.56598,75.330529,92,185,25,519604,1,1,18.1875,99,2023-01-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,67429.0
292.17,66,27.156356,90.88142,79,238,34,770925,1,1,43.8255,140,2023-05-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,134265.0
292.17,66,27.156356,90.88142,92,238,34,770925,1,1,43.8255,140,2023-05-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,130111.0
340.1,75,23.36924,92.591751,79,156,29,935421,1,1,51.015,142,2023-03-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,148213.0
340.1,75,23.36924,92.591751,92,156,29,935421,1,1,51.015,142,2023-03-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,153555.0
443.43,95,24.847382,69.941183,79,107,11,323627,1,1,66.5145,98,2023-02-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,187820.0
443.43,95,24.847382,69.941183,92,107,11,323627,1,1,66.5145,98,2023-02-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,186541.0
72.39,26,15.39473,95.354269,79,205,22,142221,1,1,10.8585,85,2023-09-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,44738.0
72.39,26,15.39473,95.354269,92,205,22,142221,1,1,10.8585,85,2023-09-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,46852.0
119.81,33,10.373558,72.920789,79,68,39,233183,1,1,17.9715,137,2023-10-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,59656.0
119.81,33,10.373558,72.920789,92,68,39,233183,1,1,17.9715,137,2023-10-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,57687.0
78.45,28,11.794955,88.930146,79,299,6,986772,1,1,11.7675,66,2023-12-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49093.0
78.45,28,11.794955,88.930146,92,299,6,986772,1,1,11.7675,66,2023-12-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41069.0
357.51,79,14.805659,91.519832,79,210,8,406474,1,1,53.6265,88,2023-07-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,154429.0
357.51,79,14.805659,91.519832,92,210,8,406474,1,1,53.6265,88,2023-07-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,158079.0
193.36,49,19.403159,95.51369,79,177,35,824836,1,0,29.004,140,2023-12-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,90570.0
193.36,49,19.403159,95.51369,92,177,35,824836,1,0,29.004,140,2023-12-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,95884.0
343.25,79,24.198255,76.513942,79,218,9,824105,1,0,51.4875,61,2023-06-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,151193.0
343.25,79,24.198255,76.513942,92,218,9,824105,1,0,51.4875,61,2023-06-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,153768.0
134.51,37,19.830725,78.459563,79,128,6,796153,1,1,20.1765,62,2023-04-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,71308.0
134.51,37,19.830725,78.459563,92,128,6,796153,1,1,20.1765,62,2023-04-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,71842.0
368.97,81,29.054440000000003,95.311585,79,164,20,698421,1,1,55.3455,118,2023-05-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157744.0
368.97,81,29.054440000000003,95.311585,92,164,20,698421,1,1,55.3455,118,2023-05-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157634.0
78.69,26,19.644087,73.717309,79,261,17,742395,1,1,11.8035,52,2023-09-07,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,44229.0
78.69,26,19.644087,73.717309,92,261,17,742395,1,1,11.8035,52,2023-09-07,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,44628.0
153.29,39,16.58953,81.863943,79,123,39,694916,1,1,22.9935,126,2023-12-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,73935.0
153.29,39,16.58953,81.863943,92,123,39,694916,1,1,22.9935,126,2023-12-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,77223.0
300.7,71,27.014949,68.010724,79,184,36,241135,1,0,45.105,80,2023-10-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,137415.0
300.7,71,27.014949,68.010724,92,184,36,241135,1,0,45.105,80,2023-10-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,129393.0
308.29,71,36.203275,76.913768,79,264,14,757254,1,1,46.2435,82,2023-08-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,138454.0
308.29,71,36.203275,76.913768,92,264,14,757254,1,1,46.2435,82,2023-08-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,140926.0
367.16,82,9.761041,90.717945,79,91,40,248803,1,1,55.07400000000001,97,2023-07-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,158165.0
367.16,82,9.761041,90.717945,92,91,40,248803,1,1,55.07400000000001,97,2023-07-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,161052.0
354.61,81,29.893079,87.742786,79,205,5,373400,1,1,53.1915,90,2023-10-01,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,156066.0
354.61,81,29.893079,87.742786,92,205,5,373400,1,1,53.1915,90,2023-10-01,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157872.0
417.58,92,19.247308,96.806074,79,137,16,591292,1,1,62.63699999999999,66,2023-04-08,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,182221.0
417.58,92,19.247308,96.806074,92,137,16,591292,1,1,62.63699999999999,66,2023-04-08,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,181644.0
112.46,31,23.334838,86.608183,79,53,19,352299,0,1,16.869,84,2023-07-23,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,59475.0
112.46,31,23.334838,86.608183,92,53,19,352299,0,1,16.869,84,2023-07-23,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,61936.0
